timestamp,index,axis,value
2025-09-24T12:14:15.448106,0,Axis #1,-1.9571079092833576
2025-09-24T12:14:15.448144,0,Axis #2,-0.011239178819078433
2025-09-24T12:14:15.448153,0,Axis #3,-10.007517495677693
2025-09-24T12:14:15.448160,0,Axis #4,-3.7122090751256875
2025-09-24T12:14:15.448167,0,Axis #6,-2.2287214532647903
2025-09-24T12:14:19.765942,0,Axis #1,-1.9571079092833576
2025-09-24T12:14:19.765960,0,Axis #2,-0.011239178819078433
2025-09-24T12:14:19.765969,0,Axis #3,-10.007517495677693
2025-09-24T12:14:19.765976,0,Axis #4,-3.7122090751256875
2025-09-24T12:14:19.765983,0,Axis #6,-2.2287214532647903
2025-09-24T12:14:19.765989,1,Axis #2,-0.2107668723197369
2025-09-24T12:14:24.605612,0,Axis #1,-1.9571079092833576
2025-09-24T12:14:24.605675,0,Axis #2,-0.011239178819078433
2025-09-24T12:14:24.605688,0,Axis #3,-10.007517495677693
2025-09-24T12:14:24.605699,0,Axis #4,-3.7122090751256875
2025-09-24T12:14:24.605707,0,Axis #6,-2.2287214532647903
2025-09-24T12:14:24.605716,1,Axis #2,-0.2107668723197369
2025-09-24T12:14:24.605728,2,Axis #1,-0.07451755276620498
2025-09-24T12:14:24.605750,2,Axis #3,-9.929252056391757
2025-09-24T12:14:30.019949,0,Axis #1,-1.9571079092833576
2025-09-24T12:14:30.019991,0,Axis #2,-0.011239178819078433
2025-09-24T12:14:30.020011,0,Axis #3,-10.007517495677693
2025-09-24T12:14:30.020020,0,Axis #4,-3.7122090751256875
2025-09-24T12:14:30.020027,0,Axis #6,-2.2287214532647903
2025-09-24T12:14:30.020034,1,Axis #2,-0.2107668723197369
2025-09-24T12:14:30.020041,2,Axis #1,-0.07451755276620498
2025-09-24T12:14:30.020049,2,Axis #3,-9.929252056391757
2025-09-24T12:14:30.020055,3,Axis #3,-3.512935828113192
2025-09-24T12:14:35.334816,0,Axis #1,-1.9571079092833576
2025-09-24T12:14:35.334832,0,Axis #2,-0.011239178819078433
2025-09-24T12:14:35.334839,0,Axis #3,-10.007517495677693
2025-09-24T12:14:35.334845,0,Axis #4,-3.7122090751256875
2025-09-24T12:14:35.334851,0,Axis #6,-2.2287214532647903
2025-09-24T12:14:35.334856,1,Axis #2,-0.2107668723197369
2025-09-24T12:14:35.334862,2,Axis #1,-0.07451755276620498
2025-09-24T12:14:35.334867,2,Axis #3,-9.929252056391757
2025-09-24T12:14:35.334872,3,Axis #3,-3.512935828113192
2025-09-24T12:14:35.334878,4,Axis #5,-4.8511718776240365
2025-09-24T12:14:40.361918,0,Axis #1,-1.9571079092833576
2025-09-24T12:14:40.361957,0,Axis #2,-0.011239178819078433
2025-09-24T12:14:40.361973,0,Axis #3,-10.007517495677693
2025-09-24T12:14:40.361987,0,Axis #4,-3.7122090751256875
2025-09-24T12:14:40.362000,0,Axis #6,-2.2287214532647903
2025-09-24T12:14:40.362014,1,Axis #2,-0.2107668723197369
2025-09-24T12:14:40.362027,2,Axis #1,-0.07451755276620498
2025-09-24T12:14:40.362040,2,Axis #3,-9.929252056391757
2025-09-24T12:14:40.362052,3,Axis #3,-3.512935828113192
2025-09-24T12:14:40.362065,4,Axis #5,-4.8511718776240365
2025-09-24T12:14:40.362078,5,Axis #4,-0.482402412038601
2025-09-24T12:14:45.417718,0,Axis #1,-1.9571079092833576
2025-09-24T12:14:45.417746,0,Axis #2,-0.011239178819078433
2025-09-24T12:14:45.417755,0,Axis #3,-10.007517495677693
2025-09-24T12:14:45.417761,0,Axis #4,-3.7122090751256875
2025-09-24T12:14:45.417767,0,Axis #6,-2.2287214532647903
2025-09-24T12:14:45.417772,1,Axis #2,-0.2107668723197369
2025-09-24T12:14:45.417778,2,Axis #1,-0.07451755276620498
2025-09-24T12:14:45.417783,2,Axis #3,-9.929252056391757
2025-09-24T12:14:45.417789,3,Axis #3,-3.512935828113192
2025-09-24T12:14:45.417794,4,Axis #5,-4.8511718776240365
2025-09-24T12:14:45.417800,5,Axis #4,-0.482402412038601
2025-09-24T12:14:45.417805,6,Axis #1,-0.12488527679221129
2025-09-24T12:14:51.446802,0,Axis #1,-1.9571079092833576
2025-09-24T12:14:51.446830,0,Axis #2,-0.011239178819078433
2025-09-24T12:14:51.446839,0,Axis #3,-10.007517495677693
2025-09-24T12:14:51.446846,0,Axis #4,-3.7122090751256875
2025-09-24T12:14:51.446852,0,Axis #6,-2.2287214532647903
2025-09-24T12:14:51.446858,1,Axis #2,-0.2107668723197369
2025-09-24T12:14:51.446864,2,Axis #1,-0.07451755276620498
2025-09-24T12:14:51.446870,2,Axis #3,-9.929252056391757
2025-09-24T12:14:51.446876,3,Axis #3,-3.512935828113192
2025-09-24T12:14:51.446882,4,Axis #5,-4.8511718776240365
2025-09-24T12:14:51.446889,5,Axis #4,-0.482402412038601
2025-09-24T12:14:51.446895,6,Axis #1,-0.12488527679221129
2025-09-24T12:14:51.446901,7,Axis #1,-0.6894248121455573
2025-09-24T12:14:51.446907,7,Axis #4,-0.06103734256812343
2025-09-24T12:14:51.446913,7,Axis #5,-2.366721639399886
2025-09-24T12:14:51.446919,7,Axis #7,-1.921059358475893
2025-09-24T12:14:57.278538,0,Axis #1,-1.9571079092833576
2025-09-24T12:14:57.278584,0,Axis #2,-0.011239178819078433
2025-09-24T12:14:57.278603,0,Axis #3,-10.007517495677693
2025-09-24T12:14:57.278617,0,Axis #4,-3.7122090751256875
2025-09-24T12:14:57.278632,0,Axis #6,-2.2287214532647903
2025-09-24T12:14:57.278648,1,Axis #2,-0.2107668723197369
2025-09-24T12:14:57.278661,2,Axis #1,-0.07451755276620498
2025-09-24T12:14:57.278675,2,Axis #3,-9.929252056391757
2025-09-24T12:14:57.278691,3,Axis #3,-3.512935828113192
2025-09-24T12:14:57.278707,4,Axis #5,-4.8511718776240365
2025-09-24T12:14:57.278722,5,Axis #4,-0.482402412038601
2025-09-24T12:14:57.278737,6,Axis #1,-0.12488527679221129
2025-09-24T12:14:57.278749,7,Axis #1,-0.6894248121455573
2025-09-24T12:14:57.278762,7,Axis #4,-0.06103734256812343
2025-09-24T12:14:57.278774,7,Axis #5,-2.366721639399886
2025-09-24T12:14:57.278799,7,Axis #7,-1.921059358475893
2025-09-24T12:14:57.278810,8,Axis #4,-1.801759697864334
2025-09-24T12:14:57.278821,8,Axis #5,-1.8620060688089342
2025-09-24T12:15:02.982860,0,Axis #1,-1.9571079092833576
2025-09-24T12:15:02.982883,0,Axis #2,-0.011239178819078433
2025-09-24T12:15:02.982893,0,Axis #3,-10.007517495677693
2025-09-24T12:15:02.982901,0,Axis #4,-3.7122090751256875
2025-09-24T12:15:02.982908,0,Axis #6,-2.2287214532647903
2025-09-24T12:15:02.982915,1,Axis #2,-0.2107668723197369
2025-09-24T12:15:02.982922,2,Axis #1,-0.07451755276620498
2025-09-24T12:15:02.982929,2,Axis #3,-9.929252056391757
2025-09-24T12:15:02.982936,3,Axis #3,-3.512935828113192
2025-09-24T12:15:02.982942,4,Axis #5,-4.8511718776240365
2025-09-24T12:15:02.982949,5,Axis #4,-0.482402412038601
2025-09-24T12:15:02.982956,6,Axis #1,-0.12488527679221129
2025-09-24T12:15:02.982962,7,Axis #1,-0.6894248121455573
2025-09-24T12:15:02.982969,7,Axis #4,-0.06103734256812343
2025-09-24T12:15:02.982975,7,Axis #5,-2.366721639399886
2025-09-24T12:15:02.982982,7,Axis #7,-1.921059358475893
2025-09-24T12:15:02.982988,8,Axis #4,-1.801759697864334
2025-09-24T12:15:02.982994,8,Axis #5,-1.8620060688089342
2025-09-24T12:15:02.983000,9,Axis #2,-9.96840838926419
2025-09-24T12:15:08.667316,0,Axis #1,-1.9571079092833576
2025-09-24T12:15:08.667340,0,Axis #2,-0.011239178819078433
2025-09-24T12:15:08.667350,0,Axis #3,-10.007517495677693
2025-09-24T12:15:08.667358,0,Axis #4,-3.7122090751256875
2025-09-24T12:15:08.667365,0,Axis #6,-2.2287214532647903
2025-09-24T12:15:08.667372,1,Axis #2,-0.2107668723197369
2025-09-24T12:15:08.667379,2,Axis #1,-0.07451755276620498
2025-09-24T12:15:08.667385,2,Axis #3,-9.929252056391757
2025-09-24T12:15:08.667392,3,Axis #3,-3.512935828113192
2025-09-24T12:15:08.667399,4,Axis #5,-4.8511718776240365
2025-09-24T12:15:08.667406,5,Axis #4,-0.482402412038601
2025-09-24T12:15:08.667412,6,Axis #1,-0.12488527679221129
2025-09-24T12:15:08.667418,7,Axis #1,-0.6894248121455573
2025-09-24T12:15:08.667425,7,Axis #4,-0.06103734256812343
2025-09-24T12:15:08.667431,7,Axis #5,-2.366721639399886
2025-09-24T12:15:08.667438,7,Axis #7,-1.921059358475893
2025-09-24T12:15:08.667444,8,Axis #4,-1.801759697864334
2025-09-24T12:15:08.667450,8,Axis #5,-1.8620060688089342
2025-09-24T12:15:08.667457,9,Axis #2,-9.96840838926419
2025-09-24T12:15:08.667464,10,Axis #3,-7.704881395937883
2025-09-24T12:15:14.503660,0,Axis #1,-1.9571079092833576
2025-09-24T12:15:14.503680,0,Axis #2,-0.011239178819078433
2025-09-24T12:15:14.503688,0,Axis #3,-10.007517495677693
2025-09-24T12:15:14.503695,0,Axis #4,-3.7122090751256875
2025-09-24T12:15:14.503701,0,Axis #6,-2.2287214532647903
2025-09-24T12:15:14.503707,1,Axis #2,-0.2107668723197369
2025-09-24T12:15:14.503713,2,Axis #1,-0.07451755276620498
2025-09-24T12:15:14.503720,2,Axis #3,-9.929252056391757
2025-09-24T12:15:14.503726,3,Axis #3,-3.512935828113192
2025-09-24T12:15:14.503732,4,Axis #5,-4.8511718776240365
2025-09-24T12:15:14.503737,5,Axis #4,-0.482402412038601
2025-09-24T12:15:14.503743,6,Axis #1,-0.12488527679221129
2025-09-24T12:15:14.503749,7,Axis #1,-0.6894248121455573
2025-09-24T12:15:14.503755,7,Axis #4,-0.06103734256812343
2025-09-24T12:15:14.503761,7,Axis #5,-2.366721639399886
2025-09-24T12:15:14.503767,7,Axis #7,-1.921059358475893
2025-09-24T12:15:14.503773,8,Axis #4,-1.801759697864334
2025-09-24T12:15:14.503779,8,Axis #5,-1.8620060688089342
2025-09-24T12:15:14.503785,9,Axis #2,-9.96840838926419
2025-09-24T12:15:14.503790,10,Axis #3,-7.704881395937883
2025-09-24T12:15:14.503796,11,Axis #1,-1.9732338298641934
2025-09-24T12:15:14.503802,11,Axis #4,-1.2301849885090759
2025-09-24T12:15:20.886424,0,Axis #1,-1.9571079092833576
2025-09-24T12:15:20.886443,0,Axis #2,-0.011239178819078433
2025-09-24T12:15:20.886452,0,Axis #3,-10.007517495677693
2025-09-24T12:15:20.886458,0,Axis #4,-3.7122090751256875
2025-09-24T12:15:20.886464,0,Axis #6,-2.2287214532647903
2025-09-24T12:15:20.886469,1,Axis #2,-0.2107668723197369
2025-09-24T12:15:20.886474,2,Axis #1,-0.07451755276620498
2025-09-24T12:15:20.886480,2,Axis #3,-9.929252056391757
2025-09-24T12:15:20.886485,3,Axis #3,-3.512935828113192
2025-09-24T12:15:20.886491,4,Axis #5,-4.8511718776240365
2025-09-24T12:15:20.886496,5,Axis #4,-0.482402412038601
2025-09-24T12:15:20.886502,6,Axis #1,-0.12488527679221129
2025-09-24T12:15:20.886507,7,Axis #1,-0.6894248121455573
2025-09-24T12:15:20.886512,7,Axis #4,-0.06103734256812343
2025-09-24T12:15:20.886518,7,Axis #5,-2.366721639399886
2025-09-24T12:15:20.886523,7,Axis #7,-1.921059358475893
2025-09-24T12:15:20.886528,8,Axis #4,-1.801759697864334
2025-09-24T12:15:20.886533,8,Axis #5,-1.8620060688089342
2025-09-24T12:15:20.886539,9,Axis #2,-9.96840838926419
2025-09-24T12:15:20.886544,10,Axis #3,-7.704881395937883
2025-09-24T12:15:20.886550,11,Axis #1,-1.9732338298641934
2025-09-24T12:15:20.886555,11,Axis #4,-1.2301849885090759
2025-09-24T12:15:20.886560,12,Axis #2,-7.584536276322837
2025-09-24T12:15:20.886565,12,Axis #4,-0.20083652211333503
2025-09-24T12:15:20.886571,12,Axis #5,-1.2686513826552108
2025-09-24T12:15:27.857642,0,Axis #1,-1.9571079092833576
2025-09-24T12:15:27.857665,0,Axis #2,-0.011239178819078433
2025-09-24T12:15:27.857674,0,Axis #3,-10.007517495677693
2025-09-24T12:15:27.857681,0,Axis #4,-3.7122090751256875
2025-09-24T12:15:27.857688,0,Axis #6,-2.2287214532647903
2025-09-24T12:15:27.857694,1,Axis #2,-0.2107668723197369
2025-09-24T12:15:27.857700,2,Axis #1,-0.07451755276620498
2025-09-24T12:15:27.857707,2,Axis #3,-9.929252056391757
2025-09-24T12:15:27.857713,3,Axis #3,-3.512935828113192
2025-09-24T12:15:27.857719,4,Axis #5,-4.8511718776240365
2025-09-24T12:15:27.857725,5,Axis #4,-0.482402412038601
2025-09-24T12:15:27.857731,6,Axis #1,-0.12488527679221129
2025-09-24T12:15:27.857737,7,Axis #1,-0.6894248121455573
2025-09-24T12:15:27.857743,7,Axis #4,-0.06103734256812343
2025-09-24T12:15:27.857748,7,Axis #5,-2.366721639399886
2025-09-24T12:15:27.857754,7,Axis #7,-1.921059358475893
2025-09-24T12:15:27.857760,8,Axis #4,-1.801759697864334
2025-09-24T12:15:27.857766,8,Axis #5,-1.8620060688089342
2025-09-24T12:15:27.857771,9,Axis #2,-9.96840838926419
2025-09-24T12:15:27.857777,10,Axis #3,-7.704881395937883
2025-09-24T12:15:27.857783,11,Axis #1,-1.9732338298641934
2025-09-24T12:15:27.857789,11,Axis #4,-1.2301849885090759
2025-09-24T12:15:27.857794,12,Axis #2,-7.584536276322837
2025-09-24T12:15:27.857800,12,Axis #4,-0.20083652211333503
2025-09-24T12:15:27.857805,12,Axis #5,-1.2686513826552108
2025-09-24T12:15:34.787062,0,Axis #1,-1.9571079092833576
2025-09-24T12:15:34.787079,0,Axis #2,-0.011239178819078433
2025-09-24T12:15:34.787087,0,Axis #3,-10.007517495677693
2025-09-24T12:15:34.787094,0,Axis #4,-3.7122090751256875
2025-09-24T12:15:34.787100,0,Axis #6,-2.2287214532647903
2025-09-24T12:15:34.787105,1,Axis #2,-0.2107668723197369
2025-09-24T12:15:34.787111,2,Axis #1,-0.07451755276620498
2025-09-24T12:15:34.787117,2,Axis #3,-9.929252056391757
2025-09-24T12:15:34.787122,3,Axis #3,-3.512935828113192
2025-09-24T12:15:34.787128,4,Axis #5,-4.8511718776240365
2025-09-24T12:15:34.787133,5,Axis #4,-0.482402412038601
2025-09-24T12:15:34.787139,6,Axis #1,-0.12488527679221129
2025-09-24T12:15:34.787145,7,Axis #1,-0.6894248121455573
2025-09-24T12:15:34.787150,7,Axis #4,-0.06103734256812343
2025-09-24T12:15:34.787156,7,Axis #5,-2.366721639399886
2025-09-24T12:15:34.787161,7,Axis #7,-1.921059358475893
2025-09-24T12:15:34.787167,8,Axis #4,-1.801759697864334
2025-09-24T12:15:34.787172,8,Axis #5,-1.8620060688089342
2025-09-24T12:15:34.787177,9,Axis #2,-9.96840838926419
2025-09-24T12:15:34.787183,10,Axis #3,-7.704881395937883
2025-09-24T12:15:34.787188,11,Axis #1,-1.9732338298641934
2025-09-24T12:15:34.787193,11,Axis #4,-1.2301849885090759
2025-09-24T12:15:34.787198,12,Axis #2,-7.584536276322837
2025-09-24T12:15:34.787204,12,Axis #4,-0.20083652211333503
2025-09-24T12:15:34.787209,12,Axis #5,-1.2686513826552108
2025-09-24T12:15:34.787215,14,Axis #1,-0.730266178853423
2025-09-24T12:15:34.787220,14,Axis #4,-5.391036781421973
2025-09-24T12:15:40.876794,0,Axis #1,-1.9571079092833576
2025-09-24T12:15:40.876836,0,Axis #2,-0.011239178819078433
2025-09-24T12:15:40.876847,0,Axis #3,-10.007517495677693
2025-09-24T12:15:40.876854,0,Axis #4,-3.7122090751256875
2025-09-24T12:15:40.876861,0,Axis #6,-2.2287214532647903
2025-09-24T12:15:40.876868,1,Axis #2,-0.2107668723197369
2025-09-24T12:15:40.876875,2,Axis #1,-0.07451755276620498
2025-09-24T12:15:40.876882,2,Axis #3,-9.929252056391757
2025-09-24T12:15:40.876889,3,Axis #3,-3.512935828113192
2025-09-24T12:15:40.876895,4,Axis #5,-4.8511718776240365
2025-09-24T12:15:40.876901,5,Axis #4,-0.482402412038601
2025-09-24T12:15:40.876907,6,Axis #1,-0.12488527679221129
2025-09-24T12:15:40.876914,7,Axis #1,-0.6894248121455573
2025-09-24T12:15:40.876921,7,Axis #4,-0.06103734256812343
